mean_rand_info_gains,mean_rand_action_costs,cache_dir,reward_estimator_dir,rnn_dir,per_patient_path
-0.023035915018020457,26.49101820066562,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.960000_per_patient_summary.csv
-0.022955219635544758,33.135902474569505,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.950000_per_patient_summary.csv
-0.0219270692735168,99.61195362110499,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.850000_per_patient_summary.csv
-0.023198764093099147,13.242561144681554,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.980000_per_patient_summary.csv
-0.02336314056542282,0.0,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf1.000000_per_patient_summary.csv
-0.022652202877223165,53.115462915433284,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.920000_per_patient_summary.csv
-0.022805424640578692,39.8432602595689,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.940000_per_patient_summary.csv
-0.02240795885540811,66.40472845919076,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.900000_per_patient_summary.csv
-0.022994490348139617,26.577244658785922,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.960000_per_patient_summary.csv
-0.022893242653644404,33.22798606931345,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.950000_per_patient_summary.csv
-0.023205148871404315,13.304107337551692,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.980000_per_patient_summary.csv
-0.021909865989775092,99.58479479332452,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.850000_per_patient_summary.csv
-0.022619055210939272,53.10526355096454,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.920000_per_patient_summary.csv
-0.02336314056542282,0.0,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf1.000000_per_patient_summary.csv
-0.021302268652640118,132.62001475528078,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand0_tpf0.800000_per_patient_summary.csv
-0.010412793190709209,663.6104959860662,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand0_tpf0.000000_per_patient_summary.csv
-0.0144598247389468,464.48898959782997,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand0_tpf0.300000_per_patient_summary.csv
-0.01998481422852228,199.21357413976253,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand0_tpf0.700000_per_patient_summary.csv
-0.01583664071410456,398.19019213678035,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand0_tpf0.400000_per_patient_summary.csv
-0.017206464921726287,332.0023901278845,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand0_tpf0.500000_per_patient_summary.csv
-0.013156093526752196,530.8272757794589,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand0_tpf0.200000_per_patient_summary.csv
-0.011815496305182062,597.2994281469472,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand0_tpf0.100000_per_patient_summary.csv
-0.01859612698351589,265.52999643590067,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand0_tpf0.600000_per_patient_summary.csv
-0.02135888851348817,132.75531911737474,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.800000_per_patient_summary.csv
-0.01590671663876284,398.18567599420174,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.400000_per_patient_summary.csv
-0.010412793190709209,663.6104959860662,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.000000_per_patient_summary.csv
-0.013156514298463304,530.796872075339,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.200000_per_patient_summary.csv
-0.01456172155504584,464.578875943349,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.300000_per_patient_summary.csv
-0.02008103809729314,198.98128655769287,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.700000_per_patient_summary.csv
-0.017311790860720645,331.7440404041414,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.500000_per_patient_summary.csv
-0.011778146873992248,597.2089645062142,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.100000_per_patient_summary.csv
-0.01870170463487875,265.28405873522325,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand1_tpf0.600000_per_patient_summary.csv
-0.021349353745542112,132.70416197719967,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.800000_per_patient_summary.csv
-0.014456309949907683,464.37127219893176,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.300000_per_patient_summary.csv
-0.013143992301320753,530.8703227088866,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.200000_per_patient_summary.csv
-0.015806520421494247,397.9884451141888,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.400000_per_patient_summary.csv
-0.010412793190709209,663.6104959860662,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.000000_per_patient_summary.csv
-0.02005929042649578,198.92129811901805,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.700000_per_patient_summary.csv
-0.017249630654132965,331.726174707883,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.500000_per_patient_summary.csv
-0.01181120891074465,597.2249485409127,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.100000_per_patient_summary.csv
-0.01868414633096728,265.40059808636045,../RL_exp_cache/0117-30mins-24hrs-20order-rnn-neg_sampled,../models/0121_with_larger_training_-StateToProbGainPerTimeEstimator-0121-hl1-hu64-lr0.001-reg0.0001-kp0.7-n1,../models/0117-24hours_39feats_38cov_negsampled_rnn-mimic-nh128-nl2-c1e-07-keeprate0.9_0.7_0.5-npred24-miss1-n_mc_1-MIMIC_window-mingjie_39features_38covs-ManyToOneRNN/,estimation/2_0122_random_policy_/rand2_tpf0.600000_per_patient_summary.csv
